56093
6110
476
3189
1401
14805
196148
23488
25435
42916
19454
52681
160010
34431
78791
10526
35466
85352
41008
18740
133612
74235
94152
240551
405742
53087
52637
55725
112053
14998
10897
58703
67357
44624
217408
87100
276162
198200
103876
22814
24886
134789
50197
99219
45137
36773
69167
138945
143715
77533
33792
443629
175692
78067
104628
25867
32196
80239
37580
34491
119493
243358
35424
172719
227376
101945
33908
28172
41763
4265
52067
7204
